concert_name,artists,date,time,city,state,price_min,price_max
Amateur Night At The Apollo,['Amateur Night At The Apollo'],2019-08-07,19:30:00,New York,NY,24.0,24.0
Amateur Night At The Apollo: Showoff,['Amateur Night At The Apollo'],2019-08-14,19:30:00,New York,NY,24.0,24.0
My Morning Jacket,['My Morning Jacket'],2019-08-10,18:30:00,Forest Hills,NY,N/A,N/A
Thievery Corporation w/ Magic City Hippies,"['Thievery Corporation', 'Magic City Hippies']",2019-08-10,20:00:00,Port Chester,NY,N/A,N/A
Thievery Corporation,['Thievery Corporation'],2019-08-06,18:30:00,Lewiston,NY,N/A,N/A
The Regrettes,['The Regrettes'],2019-08-09,21:00:00,Brooklyn,NY,N/A,N/A
Tanya Tucker,['Tanya Tucker'],2019-08-02,17:30:00,Batavia,NY,N/A,N/A
Snail Mail,['Snail Mail'],2019-07-31,20:00:00,Brooklyn,NY,N/A,N/A
Kenny Wayne Shepherd,['Kenny Wayne Shepherd'],2019-07-26,17:30:00,Batavia,NY,N/A,N/A
The Wood Brothers,['The Wood Brothers'],2019-07-21,20:00:00,Westhampton Beach,NY,N/A,N/A
The Regrettes,['The Regrettes'],2019-08-02,19:00:00,Buffalo,NY,N/A,N/A
Elrow New York,['Elrow New York'],2019-07-27,18:00:00,Brooklyn,NY,N/A,N/A
The Marias,['The Marias'],2019-07-20,20:00:00,New York,NY,N/A,N/A
Todd Snider,['Todd Snider'],2019-07-24,20:00:00,Hudson,NY,N/A,N/A
Chris Webby,['Chris Webby'],2019-07-27,20:00:00,Clifton Park,NY,N/A,N/A
Badfish - a Tribute To Sublime with Treehouse! Aboard the Harbor Light,['Badfish - A Tribute To Sublime'],2019-07-26,19:00:00,New York,NY,N/A,N/A
Iggy Azalea,['Iggy Azalea'],2019-07-24,19:00:00,New York,NY,N/A,N/A
Iggy Azalea,['Iggy Azalea'],2019-07-24,19:00:00,New York,NY,N/A,N/A
Montgomery Gentry,['Montgomery Gentry'],2019-07-26,20:00:00,Bouckville,NY,N/A,N/A
Montgomery Gentry,['Montgomery Gentry'],2019-07-26,20:00:00,Bouckville,NY,N/A,N/A
Chris Webby - World Wide Web Tour,['Chris Webby'],2019-07-27,20:00:00,Clifton Park,NY,N/A,N/A
Smooth Cruise: a Whole New World with Peabo Bryson & Regina Belle,"['Regina Belle', 'Peabo Bryson']",2019-07-31,21:30:00,New York,NY,N/A,N/A
Smooth Cruise: a Whole New World with Peabo Bryson & Regina Belle,"['Regina Belle', 'Peabo Bryson']",2019-07-31,18:30:00,New York,NY,N/A,N/A
ChocQuibTown US Tour,['Chocquibtown'],2019-08-10,20:00:00,New York,NY,40.0,40.0
Squeeze,['Squeeze'],2019-08-14,20:00:00,Pawling,NY,N/A,N/A
Sarah McLachlan,['Sarah McLachlan'],2019-08-06,20:00:00,Canandaigua,NY,28.0,28.0
"SeeYouSpaceCowboy, Poor Choice, Tourniquet, Boundaries, Rain Of Salvation, Migraine",N/A,2019-08-07,18:30:00,Amityville,NY,N/A,N/A
"No Eye Has Seen, Second Nature, Emensia, ARC, Charleston Swing",N/A,2019-08-03,18:00:00,Amityville,NY,12.0,12.0
"Funk 'n Waffles presents: BARROOM PHILOSOPHERS, BAKED SHRIMP, PHASERS ENGAGE",N/A,2019-08-01,20:30:00,Syracuse,NY,10.0,10.0
KMASE presents: OUTCALLS w/s/g Ashley Rose,N/A,2019-08-11,18:00:00,Syracuse,NY,7.0,7.0
Joe Robinson,['Joe Robinson'],2019-07-25,18:30:00,New York,NY,N/A,N/A
Lisa Fischer,['Lisa Fischer'],2019-08-11,20:00:00,Westhampton Beach,NY,N/A,N/A
Kristen Capolino: Mondial V with very special guest Billy Sheehan,['Kristen Capolino'],2019-07-31,19:00:00,Pawling,NY,N/A,N/A
Funk 'n Waffles presents: CYCLES w/s/g BS & SE,N/A,2019-07-20,22:00:00,Syracuse,NY,10.0,10.0
Funk 'n Waffles presents: THE LOVETONES w/s/g Native Harrow,N/A,2019-07-23,20:00:00,Syracuse,NY,10.0,10.0
Funk 'n Waffles presents: MAYBIRD w/s/g All Poets and Heros,N/A,2019-07-25,21:00:00,Syracuse,NY,10.0,10.0
DANIELLE MARIE'S 21st BDAY PARTY w/s/g Ashley Rose & Pat Tato,N/A,2019-08-04,21:00:00,Syracuse,NY,N/A,N/A
"Sarchasm (CA) , Choked Up / Early Riser / Cold Wrecks",N/A,2019-08-06,19:00:00,Brooklyn,NY,10.0,10.0
[FREE] BrewFestaFunk Afterparty feat: KRIS LAGER BAND w/s/g All Poets & Heroes,N/A,2019-08-10,21:30:00,Syracuse,NY,N/A,N/A
Grease In Concert,N/A,2019-07-25,20:00:00,Canandaigua,NY,25.0,25.0
Sarah McLachlan,['Sarah McLachlan'],2019-07-31,20:00:00,Lewiston,NY,N/A,N/A
The Righteous Brothers: Bill Medley & Bucky Heard,['Bill Medley'],2019-08-13,20:00:00,Westbury,NY,39.5,39.5
Pop 2000 Tour Hosted by Lance Bass of *NSYNC,"['O-Town', 'Aaron Carter', 'Ryan Cabrera', 'Tyler Hilton']",2019-07-24,20:00:00,Huntington,NY,39.5,39.5
The Wallflowers,['The Wallflowers'],2019-07-31,20:00:00,Huntington,NY,27.5,27.5
Foghat,['Foghat'],2019-08-09,20:00:00,Huntington,NY,19.5,19.5
Elvis Costello,['Elvis Costello'],2019-07-24,19:00:00,Forest Hills,NY,N/A,N/A
Live Nation & AdHoc Present: Summer Salt with Motel Radio,"['Summer Salt', 'Motel Radio', 'Dante Elephante']",2019-07-24,19:00:00,New York,NY,19.99,19.99
Chuck Leavell and his Big Band,['Chuck Leavell'],2019-08-07,20:30:00,New York,NY,N/A,N/A
CEG Presents The Aristocrats w/ Travis Larson Band,"['The Aristocrats', 'Travis Larson Band']",2019-08-03,19:00:00,New York,NY,30.0,30.0
Leonid & Friends,['Leonid & Friends'],2019-07-27,20:00:00,New York,NY,45.0,45.0
Sarah McLachlan,['Sarah McLachlan'],2019-08-02,19:30:00,Forest Hills,NY,N/A,N/A
Big Bad Voodoo Daddy,['Big Bad Voodoo Daddy'],2019-07-26,21:00:00,New York,NY,35.0,35.0
David Cook,['David Cook'],2019-08-09,19:30:00,New York,NY,27.5,27.5
Diana DeGarmo,N/A,2019-08-05,20:00:00,New York,NY,27.5,27.5
Shaun Cassidy,['Shaun Cassidy'],2019-08-02,20:00:00,Niagara Falls,NY,75.0,75.0
The Aristocrats,"['The Aristocrats', 'Travis Larson Band']",2019-07-26,19:00:00,Buffalo,NY,N/A,N/A
Shaun Cassidy,['Shaun Cassidy'],2019-08-03,20:00:00,Niagara Falls,NY,75.0,75.0
"Blacktop Mojo, LULLWATER, Locust, Death Island",N/A,2019-08-07,19:00:00,Poughkeepsie,NY,15.0,15.0
Galactic,['Galactic'],2019-08-08,17:00:00,Rochester,NY,7.0,7.0
The Waifs,['The Waifs'],2019-08-13,20:00:00,New York,NY,35.0,35.0
Dana Fuchs,['Dana Fuchs'],2019-07-25,19:00:00,Buffalo,NY,N/A,N/A
Aqueous,['Aqueous'],2019-08-01,17:00:00,Rochester,NY,7.0,7.0
A Tribute To Woodstock With The Cny All Stars,N/A,2019-08-09,19:30:00,Utica,NY,25.0,25.0
"Times Like These, I Ignite, Goalkeeper, All Out","['Times Like These', 'I Ignite', 'Goalkeeper', 'All Out']",2019-07-20,18:00:00,Amityville,NY,10.0,10.0
"Summer Wars, Overgrow,   Fellow Feeling, Sam Pollet",['Summer Wars'],2019-08-01,18:00:00,Amityville,NY,12.0,12.0
"the stone lows, Lower Expectations, McClane, Blue Envy",N/A,2019-08-02,21:00:00,Rochester,NY,8.0,8.0
"Taking Meds, Druse, Teenage Halloween, Troubleshooter",['Teenage Halloween'],2019-08-09,21:00:00,Rochester,NY,8.0,8.0
Warren Haynes,['Warren Haynes'],2019-07-24,20:00:00,Westhampton Beach,NY,N/A,N/A
Willie Nile,['Willie Nile'],2019-07-27,20:00:00,Pawling,NY,N/A,N/A
Corrosion of Conformity,['Corrosion of Conformity'],2019-07-27,19:00:00,Syracuse,NY,N/A,N/A
Donavon Frankenreiter,['Donavon Frankenreiter'],2019-08-10,20:00:00,Brooklyn,NY,N/A,N/A
Joyce Manor,['Joyce Manor'],2019-08-11,19:30:00,Albany,NY,N/A,N/A
Marc Broussard,['Marc Broussard'],2019-07-28,20:00:00,New York,NY,N/A,N/A
Warren Haynes,['Warren Haynes'],2019-07-25,20:00:00,Westhampton Beach,NY,N/A,N/A
"Alive '75, Never Say Die- the Ultimate Black Sabbath Experience , Dizz",N/A,2019-07-20,19:00:00,Poughkeepsie,NY,N/A,N/A
Craig Cardiff,N/A,2019-07-20,20:30:00,Syracuse,NY,N/A,N/A
"Tallah, Guerilla Warfare, Deadrider, Ire Clad",N/A,2019-07-21,20:30:00,Syracuse,NY,N/A,N/A
"Funk 'n Waffles presents: JOHN KADLECIK BAND (feat. members of FURTHER, PRIMUS, and RATDOG)",['John Kadlecik'],2019-07-22,21:00:00,Syracuse,NY,17.0,17.0
The Narcotix with the Molice and Heavy In Pocket,N/A,2019-07-24,21:00:00,New York,NY,N/A,N/A
Skolhamm Asylum,N/A,2019-07-24,19:00:00,Pawling,NY,N/A,N/A
Savannah King W/S/G Stephen Douglas Wolfe,N/A,2019-07-24,20:00:00,Syracuse,NY,N/A,N/A
Caroline Rose - Rocks Off Concert Cruise Aboard the Liberty Belle,['Caroline Rose'],2019-07-24,20:00:00,New York,NY,N/A,N/A
Spookey Ruben,N/A,2019-07-25,21:00:00,New York,NY,N/A,N/A
Ryan Rickenbach: Adelaide Release Show,N/A,2019-07-25,20:00:00,New York,NY,N/A,N/A
Get Up Kids,"['Get Up Kids', 'Great Grandpa']",2019-07-25,19:30:00,New York,NY,N/A,N/A
Joe Robinson,['Joe Robinson'],2019-07-25,18:30:00,New York,NY,N/A,N/A
Jamie N Commons,['Jamie N Commons'],2019-07-25,21:00:00,New York,NY,N/A,N/A
Melanie,['Melanie'],2019-07-26,20:00:00,Pawling,NY,N/A,N/A
Ackerman and Cyberattack Dual Video Release Show with So Totally and M,N/A,2019-07-26,19:30:00,New York,NY,N/A,N/A
Live Band Karaoke: Emo + Punk + Pop Punk Edition,N/A,2019-07-26,22:00:00,Buffalo,NY,N/A,N/A
"Paradise Alley, Full House",N/A,2019-07-26,17:00:00,Amityville,NY,N/A,N/A
Go 90's: the Fresh Kids of Bel-Air with Late Night Set By My2000s W/ T,N/A,2019-07-26,23:55:00,New York,NY,N/A,N/A
The Cosmic Coronas,['The Cosmic Coronas'],2019-07-26,19:30:00,New York,NY,N/A,N/A
Willie Nile,['Willie Nile'],2019-07-27,20:00:00,Pawling,NY,N/A,N/A
"Oh He Dead, Old_sport, Kill Me",N/A,2019-07-27,19:30:00,New York,NY,N/A,N/A
46th Anniversary of Watkins Glen Summer Jam Ft. the Music of the Grate,"['The Grateful Dead', 'The Band']",2019-07-27,20:00:00,New York,NY,N/A,N/A
46th Anniversary of Watkins Glen Summer Jam Ft. the Music of the Grate,"['The Grateful Dead', 'The Band']",2019-07-27,20:00:00,New York,NY,N/A,N/A
Rocks Off & Space Bacon Present: Space Ship,N/A,2019-07-27,19:00:00,New York,NY,N/A,N/A
"The Iron Maidens-The World's Only All Female Tribute To Iron Maiden, I",N/A,2019-07-27,19:00:00,Poughkeepsie,NY,N/A,N/A
Tipling Rock,['Tipling Rock'],2019-07-27,20:30:00,New York,NY,N/A,N/A
"Talas, Livesay",['Kristen Capolino'],2019-07-28,18:30:00,Poughkeepsie,NY,N/A,N/A
School of Rock All Stars,['School of Rock All Stars'],2019-07-28,19:00:00,Brooklyn,NY,N/A,N/A
[Free Funk Sundays] featuring Jaden Carlson Band,N/A,2019-07-28,21:00:00,Syracuse,NY,N/A,N/A
The Jason Gisser Band,N/A,2019-07-28,19:00:00,Pawling,NY,10.0,10.0
Pearly Baker's Best,N/A,2019-07-29,20:30:00,Syracuse,NY,N/A,N/A
"Joe Marcinek W/ Alan Evans (Soulive), Steve Molitz (Particle) and Free",N/A,2019-07-30,21:00:00,Syracuse,NY,N/A,N/A
Chris Isaak -  Meet & Greet Packages,['Chris Isaak'],2019-07-30,18:30:00,Lewiston,NY,N/A,N/A
Paradise Fears,['Paradise Fears'],2019-07-30,18:30:00,New York,NY,N/A,N/A
"MTV and Live Nation Present: MTV Push Live with Morgxn, Willa Amai, De",['Brynn Elliott'],2019-07-31,20:00:00,New York,NY,N/A,N/A
Stick Men,['Stick Men'],2019-07-31,20:00:00,New York,NY,N/A,N/A
Lights,['Lights'],2019-07-31,21:15:00,New York,NY,N/A,N/A
Lights,"['Lights', 'tiLLie']",2019-07-31,17:30:00,New York,NY,N/A,N/A
Balkun Brothers W/S/G BSG,N/A,2019-08-01,21:00:00,Syracuse,NY,N/A,N/A
"Her Majesty , Private Siren , David Milone",N/A,2019-08-01,19:30:00,New York,NY,N/A,N/A
Stick Men,['Stick Men'],2019-08-01,20:00:00,New York,NY,N/A,N/A
Bless The Rains: Toto Tribute,N/A,2019-08-01,20:00:00,Pawling,NY,N/A,N/A
"Mephiskapheles, Panic Problem, Monkeychunks, Crisis Crayons, Flak Jack",N/A,2019-08-02,19:00:00,Amityville,NY,N/A,N/A
"The Reign of Kindo, Adrian Bellue, Sirintip, Rocco of the Snow",['Kindo'],2019-08-02,19:00:00,Buffalo,NY,N/A,N/A
Kip Winger Live & Unplugged,['Kip Winger'],2019-08-02,20:00:00,New York,NY,N/A,N/A
Go 90's: the Fresh Kids of Bel-Air with Late Night Set By My2000s W/ T,N/A,2019-08-02,23:55:00,New York,NY,N/A,N/A
Jagwar Twin,['Jagwar Twin'],2019-08-02,19:30:00,New York,NY,N/A,N/A
"Late Earth, Lucky 33, Judge Gazza, the War Lover & Odd Abilities",N/A,2019-08-03,20:30:00,Syracuse,NY,N/A,N/A
"Faster Pussycat, Bang Tango, Big Guns, the Gregg Woods Band","['Faster Pussycat', 'Bang Tango']",2019-08-03,19:00:00,Poughkeepsie,NY,N/A,N/A
Mike Delguidice and Big Shot,N/A,2019-08-03,21:30:00,Wantagh,NY,N/A,N/A
Enter the Haggis,N/A,2019-08-03,20:00:00,Pawling,NY,N/A,N/A
Andrew Belle,['Andrew Belle'],2019-08-03,20:00:00,New York,NY,N/A,N/A
Bush Tetras,['Bush Tetras'],2019-08-03,19:00:00,New York,NY,N/A,N/A
"Gesserit, Colatura, Sooner, Henry Something",N/A,2019-08-04,20:00:00,New York,NY,N/A,N/A
The Aristocrats Plus Travis Larson Band,['The Aristocrats'],2019-08-04,19:00:00,Pawling,NY,N/A,N/A
The Lawrence Arms,['The Lawrence Arms'],2019-08-05,20:00:00,Buffalo,NY,N/A,N/A
Pearly Baker's Best W/S/G Emanuel Washington From Sophistafunk,N/A,2019-08-05,20:30:00,Syracuse,NY,N/A,N/A
Tom Walker,['Tom Walker'],2019-08-05,19:00:00,New York,NY,N/A,N/A
Stick Men,['Stick Men'],2019-08-06,20:00:00,Rochester,NY,N/A,N/A
"Astronots, Car Astor",N/A,2019-08-06,21:15:00,New York,NY,N/A,N/A
Hibou,"['Hibou', 'Dolly Spartans']",2019-08-06,21:30:00,New York,NY,N/A,N/A
Tim Ries Sextet,['Tim Ries'],2019-08-06,19:30:00,New York,NY,30.0,30.0
Tim Ries Sextet,['Tim Ries'],2019-08-06,21:30:00,New York,NY,30.0,30.0
"Glamglare Presents: Cecilie Maria, Bunny X, Beverly Girl, Late Guest a",N/A,2019-08-07,18:30:00,New York,NY,N/A,N/A
Deltaphonic & Annie In the Water,N/A,2019-08-07,20:00:00,Syracuse,NY,N/A,N/A
Stick Men featuring Members of King Crimson: Tony Levin and Pat Mastel,N/A,2019-08-07,19:00:00,Pawling,NY,N/A,N/A
Andy Suzuki & the Method,['Andy Suzuki & the Method'],2019-08-07,18:30:00,New York,NY,N/A,N/A
The Rolling Stones Project featuring Bernard Fowler and Tim Ries,['Tim Ries'],2019-08-07,19:30:00,New York,NY,30.0,30.0
The Rolling Stones Project featuring Bernard Fowler and Tim Ries,['Tim Ries'],2019-08-07,21:30:00,New York,NY,30.0,30.0
Bourgeois Mystics,N/A,2019-08-08,19:30:00,Brooklyn,NY,N/A,N/A
The Steepwater Band,N/A,2019-08-08,21:00:00,Syracuse,NY,N/A,N/A
"The Veldt , Haunted Horses Nyc, the 1865",N/A,2019-08-08,19:30:00,New York,NY,N/A,N/A
"Hank Von Hell (Turbonegro), Spiders, Mick's Jaguar","[""Mick's Jaguar""]",2019-08-08,19:00:00,Brooklyn,NY,N/A,N/A
"Legendary Shack Shakers, JD Pinkus",['Legendary Shack Shakers'],2019-08-08,20:00:00,Brooklyn,NY,N/A,N/A
"Scathed, Fluse, Reggie Childs, Muddle",N/A,2019-08-09,18:30:00,Buffalo,NY,N/A,N/A
Go 90's: the Fresh Kids of Bel-Air with Late Night Set By My2000s W/ T,N/A,2019-08-09,23:55:00,New York,NY,N/A,N/A
Anthony Raneri,"['Anthony Raneri', 'Steve Soboslai']",2019-08-09,19:30:00,New York,NY,N/A,N/A
Yeek,['Yeek'],2019-08-09,20:00:00,New York,NY,N/A,N/A
Austin Lucas W/S/G Harmonic Dirt,['Austin Lucas'],2019-08-10,21:00:00,Syracuse,NY,N/A,N/A
David Cook,['David Cook'],2019-08-10,20:00:00,Pawling,NY,N/A,N/A
We May Be Right: an 80's Tribute To Billy Joel,N/A,2019-08-11,13:00:00,New York,NY,N/A,N/A
Pearly Baker's Best,N/A,2019-08-12,20:30:00,Syracuse,NY,N/A,N/A
Jazz Is PHSH: an All-Star Tribute To Phish / Aboard the Cosmo - 23rd S,N/A,2019-08-14,20:00:00,New York,NY,N/A,N/A
Davy Knowles with Special Guest Francis Aud & the Professionals,['Davy Knowles'],2019-08-14,19:30:00,New York,NY,N/A,N/A
Avi Kaplan,N/A,2019-08-14,20:00:00,New York,NY,N/A,N/A
Marc Broussard,['Marc Broussard'],2019-07-27,20:00:00,New York,NY,N/A,N/A
The Fab Faux,['The Fab Faux'],2019-07-27,19:30:00,Westhampton Beach,NY,N/A,N/A
Joan Osborne,['Joan Osborne'],2019-07-31,20:00:00,New York,NY,N/A,N/A
Taz Niederauer Band,N/A,2019-07-22,20:00:00,New York,NY,N/A,N/A
"Tigerman with Zr. King, Cat Dail and Big Sip",N/A,2019-07-20,19:00:00,New York,NY,N/A,N/A
Mooney Suzuki,['Mooney Suzuki'],2019-07-20,19:30:00,New York,NY,N/A,N/A
Slide It In (Whitesnake Tribute),N/A,2019-07-20,20:00:00,Wantagh,NY,12.0,12.0
Taz Niederauer Band,N/A,2019-07-23,20:00:00,New York,NY,N/A,N/A
Icon for Hire,['Icon for Hire'],2019-07-23,18:30:00,New York,NY,N/A,N/A
Illiterate Light,"['Illiterate Light', 'Liily']",2019-07-24,18:30:00,New York,NY,N/A,N/A
Suburbs,['Suburbs'],2019-07-24,21:00:00,New York,NY,N/A,N/A
flipturn,N/A,2019-07-25,21:00:00,Syracuse,NY,N/A,N/A
"Dying Fetus, Circuit of Suns, Without Remorse, Vomit Forth","['Dying Fetus', 'Circuit of Suns']",2019-07-25,19:00:00,Amityville,NY,N/A,N/A
Corrosion of Conformity,['Corrosion of Conformity'],2019-07-26,19:00:00,Poughkeepsie,NY,N/A,N/A
Sebadoh,"['Sebadoh', 'Eleanor Friedberger']",2019-07-26,20:00:00,New York,NY,N/A,N/A
"A Phish Tribute with Uncle Ebenezer, plus Artists presented by PhanArt",N/A,2019-07-26,19:00:00,New York,NY,30.0,30.0
Strictly Sinatra-a tribute to FRANK SINATRA starring Michael Dutra,N/A,2019-07-26,18:00:00,New York,NY,20.0,20.0
The Avengers,['The Avengers'],2019-07-27,19:00:00,Brooklyn,NY,N/A,N/A
Acoustic Brunch: Cornbread Jam,N/A,2019-07-27,12:00:00,Pawling,NY,N/A,N/A
Chloe Moriondo,['Chloe Moriondo'],2019-07-27,18:00:00,New York,NY,N/A,N/A
Viagra Boys,['Viagra Boys'],2019-07-28,20:00:00,New York,NY,N/A,N/A
The Faint,['The Faint'],2019-07-29,19:00:00,New York,NY,N/A,N/A
The Faint,['The Faint'],2019-07-30,19:00:00,New York,NY,N/A,N/A
Gymshorts,['Gymshorts'],2019-08-01,21:00:00,New York,NY,N/A,N/A
3TEETH,['3TEETH'],2019-08-01,19:00:00,New York,NY,N/A,N/A
"Meyru, Common Ground, SCR, Afternoon Men","['SCR', 'Afternoon Men']",2019-08-02,19:00:00,New York,NY,N/A,N/A
Emo Night Brooklyn,['Emo Night Brooklyn'],2019-08-02,23:00:00,Amityville,NY,N/A,N/A
"The Dollyrots, the Pink Spiders, Palmyra Delran","['The Dollyrots', 'The Pink Spiders']",2019-08-03,20:00:00,New York,NY,N/A,N/A
Ryan Montbleau Band,['Ryan Montbleau Band'],2019-08-03,20:00:00,Bouckville,NY,N/A,N/A
Faster P***ycat,['Faster Pussycat'],2019-08-03,19:00:00,Poughkeepsie,NY,N/A,N/A
Peter Murphy,['Peter Murphy'],2019-08-05,19:00:00,New York,NY,N/A,N/A
Howie Day Plus Frank Viele,N/A,2019-08-08,20:00:00,Pawling,NY,N/A,N/A
Control Top,N/A,2019-08-08,21:30:00,New York,NY,N/A,N/A
Edgar Winter Band,N/A,2019-08-09,20:00:00,Pawling,NY,N/A,N/A
K-Rock The 90s,N/A,2019-08-09,22:00:00,Wantagh,NY,10.0,10.0
Funk 'n Waffles presents: ADAM EZRA GROUP,['Adam Ezra Group'],2019-08-09,20:00:00,Syracuse,NY,15.0,15.0
The Emo Band - YOU’RE SO LAST SUMMER TOUR - Live Band Emo & Pop Punk Karaoke Party!,['The Emo Band'],2019-08-10,23:55:00,Brooklyn,NY,N/A,N/A
"Black Flag, the Linecutters",['Black Flag'],2019-08-12,19:00:00,Brooklyn,NY,N/A,N/A
Black Flag,['Black Flag'],2019-08-12,19:00:00,Brooklyn,NY,N/A,N/A
Funk 'n Waffles presents: JAKE ALLEN w/s/g Hannah Strickland & Annabelle Lord-Patey,N/A,2019-07-21,19:00:00,Syracuse,NY,10.0,10.0
"Off with Their Heads, Single Mothers, Carpool",['Off with Their Heads'],2019-08-10,21:00:00,Rochester,NY,N/A,N/A
"Pennants, Yolanda and The Thieves, Stray Hounds, doob",N/A,2019-08-02,19:00:00,Brooklyn,NY,10.0,10.0
"HOT 97 WHO'S NEXT LIVE! Ft. Iyla, Rexx Life Raj, ODIE, Nef The Pharoah and King Ceazar With Music By  DJ Juanyto and  DJ Drewski",['Rexx Life Raj'],2019-07-29,20:00:00,New York,NY,16.0,16.0
"Lucid, Krish, Jovian, Corteez, Kash, Siickmiind , Vennessy, Daniel Louis",['Jovian'],2019-08-04,18:30:00,Brooklyn,NY,15.0,15.0
"SOB'S PRESENTS: FLIGHT NIGHT ARTIST SHOWCASE hosted by Hip Hop Mike with performances by  Live Like Davis, L'ego Motif, Import Geez , Quizz, MoonRoxxx & A-Homi",N/A,2019-08-12,20:00:00,New York,NY,15.0,15.0
"ALL OUT WAR, Internal Bleeding, In Cold Blood , Eternal Sleep, Outer Heaven, Heavens Die, Sickbay",N/A,2019-08-02,18:30:00,Poughkeepsie,NY,20.0,20.0
"Rival Town, The EverAfter, Radiate, This Crooked Home, Staleworth, Like Engines",N/A,2019-08-10,18:00:00,Amityville,NY,12.0,12.0
"Stunna 4 Vegas, Blacc Zacc, Retrol$Awesome, D-$tone, Mikey Polo",N/A,2019-07-22,20:00:00,Brooklyn,NY,20.0,20.0
AFROPUNK Battle of the Bands: Night One,['Afropunk Festival'],2019-07-24,20:00:00,Brooklyn,NY,5.0,5.0
Fear The Riff Afterparty with,N/A,2019-08-10,19:00:00,Brooklyn,NY,10.0,10.0
"Rival Town , The Everafter, Radiate, Benchmark, No Momentum",N/A,2019-08-11,17:00:00,Poughkeepsie,NY,10.0,10.0
"Official Shambhala Pre-Party w/ Smalltown DJs, Rumpus, Full Force & H<3art Beats Presents",N/A,2019-07-20,23:55:00,Brooklyn,NY,20.0,20.0
"Vlaastima, The Mantle, Brode - DeBlase - Shea, Double Mint Dragon",N/A,2019-07-20,19:00:00,Brooklyn,NY,10.0,10.0
"Shirt Club, Blood Lake, Erotica, Jarvis Probes",N/A,2019-07-21,19:00:00,Amityville,NY,10.0,10.0
Cocotaso!! w/ Los Sabrosos De La Bachata & Bachata Lesson By Brian El Matatan & Andrea Ude & Live Dance Performances By Piel Canela Pro,N/A,2019-07-27,18:00:00,New York,NY,15.0,15.0
"The Sidekicks, Queen Of Jeans, Victory Garden, Innerlove.",['The Sidekicks'],2019-07-27,19:00:00,Amityville,NY,12.0,12.0
"The Perceptagons, Pan Arcadia, Sofia D'Angelo, Fashion Tory",N/A,2019-07-31,19:30:00,Brooklyn,NY,10.0,10.0
Nappi Hour Ft. Music By DJ Olo and Mike Orie With Special Performance by Justo Ontario,N/A,2019-08-02,23:00:00,New York,NY,10.0,10.0
"PAINTED YOUNG, CUE THE PILOT, NO COINCIDENCE, At Second Glance",N/A,2019-08-04,16:30:00,Amityville,NY,N/A,N/A
La Zenda Norteña - Fortaleza del Sur | Conjunto Dinámico,N/A,2019-08-04,22:00:00,New York,NY,35.0,35.0
"American Fever, The Poynt , The Living Strange , Melissa & the Mannequins",N/A,2019-08-06,20:00:00,Brooklyn,NY,8.0,8.0
"Thunderstruck: America's AC/DC Tribute , Rebel Souls ( Bad Company trib), Spitfire, Midnight Train",N/A,2019-08-09,19:00:00,Poughkeepsie,NY,15.0,15.0
CJ Ramone,['CJ Ramone'],2019-08-10,19:30:00,New York,NY,15.0,15.0
"Smooth Cruise: CD 101.9 Reunion featuring Special EFX All Stars: Chieli Minucci​, Regina Carter, Eric Marienthal, Gerald Veasley & Lao Tizer","['Chieli Minucci & Special Efx', 'Regina Carter', 'Eric Marienthal', 'Gerald Veasley']",2019-08-14,18:30:00,New York,NY,45.0,45.0
"Lumerians, CD-Rom",['Lumerians'],2019-07-26,22:00:00,Rochester,NY,8.0,8.0
80's VS 90's Party w/ STIFLER'S MOM-the Ultimate 90's Experience  + DJ Sally Jesse Raphael spinning all the 80's Hits you know and love!,N/A,2019-07-26,21:30:00,New York,NY,15.0,15.0
"Smooth Cruise: Summer Soul Jam with Blue Magic, Heatwave & The Blue Notes","['Blue Magic', 'Heatwave', 'The Blue Notes']",2019-08-07,21:30:00,New York,NY,35.0,35.0
"Smooth Cruise: Summer Soul Jam with Blue Magic, Heatwave & The Blue Notes","['Blue Magic', 'Heatwave', 'The Blue Notes']",2019-08-07,18:30:00,New York,NY,45.0,45.0
Colombian Independance - Camilo | Aneudy | Cali Flow,N/A,2019-07-20,22:00:00,New York,NY,N/A,N/A
Colombian Independence Day Fiesta Ft. Binomio De Oro The University of Vallenato,N/A,2019-07-20,21:00:00,New York,NY,38.0,38.0
"Eli Shane, Melissa Diers, Anna Shane",N/A,2019-07-24,18:00:00,Amityville,NY,N/A,N/A
Cowboy Mouth Booze Cruise with sp. guest Shawn Spencer,['Cowboy Mouth'],2019-07-24,20:00:00,New York,NY,45.0,45.0
"Funk 'n Waffles presents: VAPOREYES, SOLAR CIRCUIT, ASTRO COLLECTIVE",N/A,2019-07-27,20:00:00,Syracuse,NY,10.0,10.0
"You Bred Raptors?, Super MadNES, Cheap Dinosaurs",N/A,2019-07-28,19:00:00,Brooklyn,NY,10.0,10.0
"Domini Monroe, Jay Colins, Bria Lee",N/A,2019-07-30,20:00:00,Brooklyn,NY,15.0,15.0
"Zoume, VRSTY, Autumn Estate",['Zoume'],2019-08-01,18:30:00,Poughkeepsie,NY,12.0,12.0
Brutal by Design presents: EXOTICZ hosted by EMan,N/A,2019-08-06,19:00:00,Syracuse,NY,5.0,5.0
"Toby Driver, Otay:Onii, a&h",N/A,2019-08-07,19:00:00,Brooklyn,NY,10.0,10.0
